dataset,method,cluster_method,n_clusters,random_seed,label_key,ARI,NMI,n_pred_clusters,n_spots,n_genes
151673,SEDR_official_check,mclust,7,2023,layer,0.6203398663488313,0.7290052695424976,7,3639,2000
